strain1,strain2,strain3,GCF_000164965.1_ASM16496v1_genomic,GCF_000299595.1_ASM29959v1_genomic,GCF_001020245.1_Bbif04v4_genomic,GCF_001020255.1_Bbif02v4_genomic,GCF_001020335.1_Bbif08v4_genomic,GCF_001020355.1_Bbif01v4_genomic,GCF_001595435.1_ASM159543v1_genomic,GCF_003390735.1_ASM339073v1_genomic,GCF_003436575.1_ASM343657v1_genomic,GCF_003437945.1_ASM343794v1_genomic,GCF_003470585.1_ASM347058v1_genomic,GCF_003573895.1_ASM357389v1_genomic,GCF_005844365.1_ASM584436v1_genomic,GCF_009075765.1_ASM907576v1_genomic,GCF_009159095.1_ASM915909v1_genomic,GCF_900112465.1_IMG.taxon_2654588208_annotated_assembly_genomic,GCF_900445665.1_55147_E01_genomic,GCF_901212485.1_NZ_Bifidobacterium_bifidum_MC1_genomic
g003691,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g003692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
g003693,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0
g003695,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
g003696,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0
g003697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
g003698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g003700,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g003702,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
g003703,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
g003704,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
g003705,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
g003706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
g003707,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
g003708,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0
g003710,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g003711,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003712,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003713,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
g003714,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
g003715,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0
g003716,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003717,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003719,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003720,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g003721,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g003723,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003724,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
g003725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g003726,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1
g003727,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
g003728,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0
g003729,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0
g003730,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003731,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
g003732,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
g003733,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1
g003734,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0
g003735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g003736,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003737,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1
g003738,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
g003739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g003740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
g003741,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
g003742,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
g003743,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
g003744,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
g003745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g003746,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003747,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
g003748,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003749,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g003752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
g003753,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003754,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1
g003755,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003756,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003757,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g003759,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
g003760,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1
g003761,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003762,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003763,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0
g003764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g003765,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003766,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0
g003767,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g003769,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003770,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0
g003771,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
g003772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g003773,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003774,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0
g003775,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003776,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003777,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003778,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
g003779,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0
g003780,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003782,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g003783,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g003784,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0
g003786,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g003788,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g003789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g003790,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003791,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003793,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
g003795,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003796,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003798,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003799,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003800,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1
g003801,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
g003802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003803,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003804,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
g003805,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003806,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003807,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003808,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
g003809,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
g003810,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
g003811,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003812,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1
g003813,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
g003814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003815,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003816,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003817,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1
g003818,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
g003819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003820,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003821,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
g003822,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
g003823,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0
g003824,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003826,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003830,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003831,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003832,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003833,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003834,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003835,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003837,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003838,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
g003840,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
g003841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
g003842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
g003843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003844,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
g003845,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
g003846,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
g003847,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
g003848,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
g003849,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
g003850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003851,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003855,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003858,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003859,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0
g003860,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0
g003861,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
g003862,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003863,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003864,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003865,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003867,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
g003868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003869,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
g003870,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
g003871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003872,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0
g003873,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1
g003874,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003875,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
g003876,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
g003877,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003878,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003879,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003880,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
g003881,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003882,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
g003883,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
g003884,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0
g003885,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1
g003886,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003887,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003888,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
g003889,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003890,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
g003891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003892,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003894,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
g003895,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1
g003896,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
g003897,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
g003898,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003899,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
g003900,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
g003901,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
g003902,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003903,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
g003904,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
g003905,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
g003906,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
g003907,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003908,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003909,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003910,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0
g003911,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0
g003912,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
g003914,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
g003915,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
g003916,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
g003917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003918,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1
g003919,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
g003920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
g003924,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003929,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
g003931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003936,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003940,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
g003941,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003942,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0
g003943,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003944,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
g003945,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
g003946,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
g003947,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
g003948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
g003949,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
g003950,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003951,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0
g003952,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003954,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003956,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
g003957,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003962,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1
g003963,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
g003964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003967,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
g003968,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
g003969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003970,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
g003971,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
g003972,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003973,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003974,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003975,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1
g003976,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003977,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
g003978,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0
g003979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003980,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0
g003981,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003982,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003983,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
g003984,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1
g003985,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
g003986,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g003987,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0
g003988,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
g003989,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
g003990,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
g003991,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1
g003992,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
g003993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
g003995,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0
g003996,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
g003997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g003999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
g004000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
g004001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g004002,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
g004003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
